id,public,gender,region,age
115665,1,1,"zilinsky kraj, zilina",22
115669,1,0,"zilinsky kraj, cadca",0
115806,1,0,"trenciansky kraj, trencin",0
115837,0,1,"trnavsky kraj, piestany",0
115838,1,0,"presovsky kraj, snina",18
115839,1,1,"nitriansky kraj, surany",13
115841,1,1,"presovsky kraj, presov",18
115842,1,1,"trenciansky kraj, brezova pod bradlom",14
115843,1,0,"banskobystricky kraj, brezno",0
115844,1,1,"presovsky kraj, stropkov",20
115845,1,0,"nitriansky kraj, surany",14
115846,1,1,"bratislavsky kraj, bratislava - vajnory",15
115847,0,0,"presovsky kraj, presov",22
115848,1,1,"banskobystricky kraj, zvolen",0
115849,1,1,"trenciansky kraj, partizanske",14
115877,1,0,"kosicky kraj, kosice - stare mesto",20
115893,1,1,"zilinsky kraj, ruzomberok",0
115941,0,0,"zahranicie, zahranicie - nemecko",0
115985,0,1,"bratislavsky kraj, bratislava - podunaj. biskupice",13
116095,1,1,"trnavsky kraj, senica",0
116096,0,1,"kosicky kraj, michalovce",17
116097,0,1,"zilinsky kraj, zilina",16
116098,0,1,"nitriansky kraj, nitra",0
116099,0,1,"presovsky kraj, presov",0
116100,0,0,"zilinsky kraj, tvrdosin",20
116101,1,1,"bratislavsky kraj, bratislava - okolie",0
116102,0,0,"kosicky kraj, kosice - zapad",12
116103,1,1,"presovsky kraj, poprad",17
116104,1,0,"presovsky kraj, stara lubovna",11
116105,1,1,"presovsky kraj, stara lubovna",15
116106,1,1,"bratislavsky kraj, malacky",28
116107,0,0,"kosicky kraj, kosice - zapad",0
116108,1,1,"presovsky kraj, bardejov",32
116109,0,1,"kosicky kraj, kosice - sever",25
116110,1,1,"trenciansky kraj, puchov",13
116111,0,0,"presovsky kraj, bardejov",17
116112,1,0,"zilinsky kraj, liptovsky mikulas",49
116113,1,1,"kosicky kraj, trebisov",0
116244,1,0,"zilinsky kraj, namestovo",0
116259,0,0,"zilinsky kraj, zilina",0
116301,0,0,"presovsky kraj, presov",25
116305,0,1,"zilinsky kraj, cadca",47
116330,1,1,"zilinsky kraj, ruzomberok",0
116338,1,1,"presovsky kraj, presov",0
116339,0,1,"presovsky kraj, presov",0
116340,1,0,"nitriansky kraj, nove zamky",13
116341,1,1,"bratislavsky kraj, modra",22
116342,0,1,"presovsky kraj, snina",0
116343,1,1,"trenciansky kraj, banovce nad bebravou",0
116344,0,0,"kosicky kraj, kosice - okolie",15
116345,0,0,"trenciansky kraj, banovce nad bebravou",0
116346,0,1,"zahranicie, zahranicie - ostatne",0
116347,0,1,"presovsky kraj, bardejov",16
116348,1,0,"zahranicie, zahranicie - usa",17
116349,1,0,"presovsky kraj, presov",0
116350,0,0,"banskobystricky kraj, ziar nad hronom",0
116351,1,0,"trnavsky kraj, dunajska streda",21
116353,1,1,"trnavsky kraj, piestany",0
116354,0,1,"bratislavsky kraj, modra",15
116355,1,1,"presovsky kraj, bardejov",0
116357,1,0,"presovsky kraj, presov",12
116435,0,0,"nitriansky kraj, nitra",22
116483,0,0,"nitriansky kraj, levice",0
116484,0,0,"kosicky kraj, trebisov",0
116485,1,0,"trnavsky kraj, senica",0
116486,1,0,"zilinsky kraj, dolny kubin",25
116487,1,1,"trenciansky kraj, prievidza",0
116489,1,0,"presovsky kraj, humenne",0
116491,1,1,"presovsky kraj, presov",13
116492,0,1,"presovsky kraj, bardejov",0
116494,1,0,"trenciansky kraj, trencin",0
116496,0,0,"banskobystricky kraj, banska bystrica",0
116500,1,0,"trenciansky kraj, prievidza",10
116502,0,1,"presovsky kraj, presov",0
116510,0,0,"banskobystricky kraj, banska bystrica",0
116536,1,1,"kosicky kraj, roznava",0
116537,0,1,"trnavsky kraj, vrbove",0
116538,0,1,"trenciansky kraj, nove mesto nad vahom",0
116539,1,0,"nitriansky kraj, nitra",16
116596,0,0,"banskobystricky kraj, hnusta",0
116634,1,0,"banskobystricky kraj, zvolen",20
116666,1,1,"trenciansky kraj, prievidza",19
116667,0,0,"nitriansky kraj, nove zamky",0
116668,0,0,"zahranicie, zahranicie - ostatne",0
116670,0,1,"zilinsky kraj, dolny kubin",0
116671,1,1,"banskobystricky kraj, revuca",17
116672,1,0,"presovsky kraj, stara lubovna",14
116674,1,1,"banskobystricky kraj, ziar nad hronom",18
116675,0,0,"zilinsky kraj, tvrdosin",0
116676,1,0,"nitriansky kraj, nitra",16
116677,1,1,"banskobystricky kraj, revuca",0
116678,0,1,"trnavsky kraj, hlohovec",0
116679,1,0,"zilinsky kraj, zilina",14
116680,1,1,"trenciansky kraj, bojnice",0
116681,0,0,"trenciansky kraj, prievidza",0
116683,0,1,"trenciansky kraj, prievidza",16
116786,0,0,"zilinsky kraj, zilina",0
116805,0,0,"nitriansky kraj, sturovo",16
116807,1,1,"kosicky kraj, kosice - sidlisko tahanovce",0
116808,0,0,"trenciansky kraj, trencin",19
116809,1,1,"presovsky kraj, spisska bela",16
116810,1,0,"zilinsky kraj, cadca",24
116811,1,1,"kosicky kraj, kosice - zapad",18
116813,0,1,"kosicky kraj, spisska nova ves",18
116814,0,1,"trenciansky kraj, povazska bystrica",2
116815,1,0,"bratislavsky kraj, malacky",0
116828,0,0,"zilinsky kraj, namestovo",0
116831,1,1,"zilinsky kraj, cadca",22
117117,1,0,"zilinsky kraj, tvrdosin",0
117118,1,1,"bratislavsky kraj, senec",0
117119,1,0,"kosicky kraj, spisska nova ves",13
117121,1,1,"kosicky kraj, roznava",0
117122,1,1,"trnavsky kraj, hlohovec",20
117123,1,1,"zilinsky kraj, dolny kubin",0
117124,0,0,"nitriansky kraj, levice",0
117125,0,1,"trenciansky kraj, prievidza",0
117126,1,0,"banskobystricky kraj, lucenec",19
117127,0,0,"trnavsky kraj, holic",15
117128,0,0,"zilinsky kraj, zilina",0
117129,0,0,"bratislavsky kraj, bratislava - okolie",0
117130,1,0,"zahranicie, zahranicie - usa",0
117131,1,0,"kosicky kraj, spisska nova ves",18
117132,0,0,"bratislavsky kraj, senec",18
117134,1,1,"bratislavsky kraj, senec",15
117203,0,1,"banskobystricky kraj, lucenec",23
117241,0,1,"zilinsky kraj, martin",0
117323,1,1,"banskobystricky kraj, banska bystrica",16
117330,0,1,"ceska republika, cz - ustecky kraj",0
117348,1,1,"kosicky kraj, medzev",0
117368,1,0,"nitriansky kraj, levice",0
117372,0,0,"banskobystricky kraj, banska bystrica",0
117375,1,1,"zahranicie, zahranicie - usa",0
117377,1,1,"kosicky kraj, kosice - sidlisko tahanovce",14
117379,1,1,"kosicky kraj, kosice - okolie",0
117380,0,1,"presovsky kraj, medzilaborce",0
117381,1,0,"trenciansky kraj, prievidza",0
117383,1,1,"trenciansky kraj, prievidza",16
117385,0,1,"presovsky kraj, stara lubovna",0
117386,0,1,"trenciansky kraj, trencin",14
117448,1,1,"banskobystricky kraj, banska bystrica",0
117449,1,0,"banskobystricky kraj, banska bystrica",15
117598,0,0,"banskobystricky kraj, banska bystrica",22
117615,1,1,"bratislavsky kraj, senec",0
117616,1,0,"banskobystricky kraj, kremnica",16
117617,0,0,"trenciansky kraj, trencin",17
117618,1,0,"trnavsky kraj, piestany",17
117619,0,0,"nitriansky kraj, zeliezovce",0
117620,1,0,"bratislavsky kraj, bratislava - stare mesto",19
117621,1,1,"nitriansky kraj, nove zamky",0
117622,1,1,"presovsky kraj, bardejov",20
117623,1,1,"zahranicie, zahranicie - kanada",0
117624,1,1,"trenciansky kraj, stara tura",0
117625,1,1,"nitriansky kraj, nove zamky",19
117626,1,0,"kosicky kraj, kosice - zapad",0
117627,0,1,"kosicky kraj, michalovce",0
117628,1,0,"trnavsky kraj, senica",16
117629,0,1,"bratislavsky kraj, bratislava - nove mesto",0
117693,1,0,"zilinsky kraj, rajecke teplice",25
117705,1,0,"zilinsky kraj, martin",18
117787,0,0,"kosicky kraj, kosice - krasna nad hornadom",16
117790,1,0,"banskobystricky kraj, zvolen",0
117794,0,1,"zilinsky kraj, ruzomberok",19
117797,1,0,"trenciansky kraj, prievidza",14
117801,0,1,"nitriansky kraj, levice",0
117802,0,0,"banskobystricky kraj, banska bystrica",0
117803,0,1,"trenciansky kraj, trencin",0
117804,0,0,"presovsky kraj, kezmarok",17
117805,0,1,"trenciansky kraj, trencin",0
117806,1,0,"presovsky kraj, presov",18
117807,1,0,"trenciansky kraj, trencianske teplice",0
117808,1,0,"trnavsky kraj, samorin",16
117810,0,0,"presovsky kraj, presov",0
117811,1,1,"zilinsky kraj, liptovsky hradok",0
117865,0,1,"banskobystricky kraj, banska bystrica",21
117867,1,1,"banskobystricky kraj, banska bystrica",21
117895,0,0,"banskobystricky kraj, banska bystrica",20
117924,1,0,"presovsky kraj, bardejov",18
117925,0,0,"trenciansky kraj, partizanske",0
117926,1,0,"trenciansky kraj, prievidza",0
117927,0,1,"zilinsky kraj, martin",17
117928,0,0,"trenciansky kraj, partizanske",0
117929,0,1,"trenciansky kraj, nove mesto nad vahom",13
117930,1,0,"bratislavsky kraj, malacky",0
117931,1,1,"zilinsky kraj, ruzomberok",0
117933,1,1,"nitriansky kraj, nitra",14
117934,1,1,"trnavsky kraj, holic",17
117935,1,1,"trenciansky kraj, prievidza",14
117937,0,1,"nitriansky kraj, komarno",0
118003,0,0,"zahranicie, zahranicie - australia",0
118018,0,0,"banskobystricky kraj, revuca",0
118069,1,0,"trenciansky kraj, prievidza",19
118141,1,0,"banskobystricky kraj, banska bystrica",18
118152,1,1,"zilinsky kraj, kysucke nove mesto",0
118157,1,1,"bratislavsky kraj, bratislava - ostatne",26
118158,1,1,"zilinsky kraj, dolny kubin",27
118159,1,0,"zahranicie, zahranicie - ostatne",0
118161,0,0,"bratislavsky kraj, bratislava - ruzinov",0
118162,1,1,"presovsky kraj, presov",18
118164,1,1,"trenciansky kraj, dubnica nad vahom",15
118165,1,1,"presovsky kraj, stropkov",15
118166,0,0,"zahranicie, zahranicie - australia",0
118167,1,0,"kosicky kraj, spisska nova ves",0
118168,0,0,"kosicky kraj, roznava",19
118169,1,1,"trenciansky kraj, nove mesto nad vahom",0
118171,0,0,"banskobystricky kraj, banska bystrica",17
118174,1,0,"trnavsky kraj, dunajska streda",20
118175,0,1,"trnavsky kraj, leopoldov",19
118176,1,1,"trenciansky kraj, prievidza",0
118327,1,0,"banskobystricky kraj, banska bystrica",0
118344,0,0,"ceska republika, cz - olomoucky kraj",0
118357,1,0,"nitriansky kraj, nove zamky",0
118358,0,1,"zilinsky kraj, zilina",16
118360,0,1,"banskobystricky kraj, velky krtis",17
118361,1,0,"trenciansky kraj, dubnica nad vahom",17
118362,1,1,"nitriansky kraj, nove zamky",0
118363,0,0,"banskobystricky kraj, lucenec",19
118364,1,0,"trenciansky kraj, handlova",0
118365,1,0,"bratislavsky kraj, bratislava - vrakuna",19
118366,0,0,"bratislavsky kraj, malacky",0
118368,1,1,"presovsky kraj, stara lubovna",14
118371,1,0,"kosicky kraj, kosice - stare mesto",0
118372,1,1,"trenciansky kraj, prievidza",14
118373,0,1,"zahranicie, zahranicie - ostatne",0
118374,1,0,"presovsky kraj, hanusovce nad toplou",0
118375,1,1,"presovsky kraj, sabinov",0
118484,1,1,"presovsky kraj, svidnik",20
118566,1,1,"banskobystricky kraj, banska bystrica",0
118667,0,0,"zahranicie, zahranicie - ostatne",0
118669,1,1,"bratislavsky kraj, bratislava - devinska nova ves",15
118670,1,1,"zilinsky kraj, liptovsky hradok",0
118671,1,0,"presovsky kraj, presov",0
118672,0,0,"banskobystricky kraj, zvolen",0
118673,1,0,"presovsky kraj, stara lubovna",0
118745,0,1,"banskobystricky kraj, brezno",22
118746,1,1,"presovsky kraj, svit",0
118747,1,0,"trenciansky kraj, prievidza",16
118748,1,1,"nitriansky kraj, zeliezovce",19
118749,1,1,"trenciansky kraj, trencin",17
118750,1,1,"presovsky kraj, stropkov",0
118751,0,0,"kosicky kraj, spisska nova ves",19
118752,1,1,"presovsky kraj, humenne",0
118776,0,1,"zilinsky kraj, dolny kubin",0
118865,1,0,"trenciansky kraj, prievidza",20
118926,1,1,"nitriansky kraj, hurbanovo",18
119251,0,0,"zilinsky kraj, dolny kubin",19
119252,1,0,"presovsky kraj, sabinov",0
119253,1,1,"zahranicie, zahranicie - gb",0
119254,0,1,"bratislavsky kraj, malacky",17
119255,1,0,"zilinsky kraj, liptovsky mikulas",0
119256,1,0,"kosicky kraj, kosice - okolie",10
119257,1,1,"nitriansky kraj, nitra",0
119258,0,0,"nitriansky kraj, levice",0
119259,1,0,"zilinsky kraj, martin",20
119260,1,0,"zahranicie, zahranicie - usa",12
119261,0,1,"zahranicie, zahranicie - usa",0
119262,1,1,"trnavsky kraj, leopoldov",0
119263,1,1,"zilinsky kraj, ruzomberok",112
119264,0,0,"trenciansky kraj, banovce nad bebravou",16
119265,1,0,"presovsky kraj, presov",0
119266,0,1,"zahranicie, zahranicie - ostatne",0
119314,1,0,"trenciansky kraj, handlova",18
119383,0,0,"banskobystricky kraj, brezno",31
119391,1,0,"zilinsky kraj, zilina",14
119446,0,0,"bratislavsky kraj, bratislava - dubravka",0
119449,1,1,"zilinsky kraj, kysucke nove mesto",16
119458,0,1,"zilinsky kraj, cadca",14
119473,1,1,"bratislavsky kraj, bratislava - raca",19
119474,0,1,"zahranicie, zahranicie - ostatne",0
119475,0,0,"presovsky kraj, presov",0
119476,1,0,"zilinsky kraj, martin",14
119477,1,1,"zahranicie, zahranicie - ostatne",0
119480,0,0,"banskobystricky kraj, detva",0
119481,1,1,"nitriansky kraj, topolcany",17
119482,0,0,"bratislavsky kraj, malacky",0
119484,0,0,"kosicky kraj, kosice - stare mesto",0
119485,1,0,"zahranicie, zahranicie - ostatne",0
119486,1,1,"kosicky kraj, kosice - okolie",18
119597,1,0,"zilinsky kraj, zilina",16
119606,1,1,"kosicky kraj, trebisov",16
119632,1,1,"zilinsky kraj, zilina",0
119647,1,0,"zilinsky kraj, dolny kubin",16
119648,1,0,"presovsky kraj, stara lubovna",15
119649,0,0,"kosicky kraj, kosice - juh",14
119650,1,1,"trnavsky kraj, sered",14
119651,0,0,"bratislavsky kraj, bratislava - ostatne",21
119653,1,1,"trnavsky kraj, sered",0
119654,1,1,"kosicky kraj, trebisov",13
119655,1,1,"banskobystricky kraj, banska bystrica",0
119657,1,1,"kosicky kraj, kosice - okolie",43
119658,0,0,"kosicky kraj, kosice - sidlisko tahanovce",17
119659,1,0,"trenciansky kraj, prievidza",0
119660,1,1,"trnavsky kraj, hlohovec",0
119661,0,0,"trenciansky kraj, bojnice",0
119662,1,1,"presovsky kraj, kezmarok",12
119663,1,0,"presovsky kraj, spisska bela",0
119664,1,1,"nitriansky kraj, surany",26
119665,1,0,"kosicky kraj, michalovce",13
119675,0,1,"banskobystricky kraj, detva",21
119684,1,1,"zahranicie, zahranicie - gb",0
119686,1,1,"kosicky kraj, kosice - sever",17
119687,0,0,"zilinsky kraj, ruzomberok",16
119688,1,1,"zilinsky kraj, kysucke nove mesto",16
119690,1,1,"zilinsky kraj, ruzomberok",14
119765,1,1,"zilinsky kraj, namestovo",15
119770,1,1,"trenciansky kraj, dubnica nad vahom",0
119775,0,0,"zilinsky kraj, liptovsky mikulas",23
119806,0,0,"zilinsky kraj, trstena",22
119827,1,1,"trenciansky kraj, dubnica nad vahom",0
119829,1,1,"zilinsky kraj, turcianske teplice",15
119841,1,0,"kosicky kraj, michalovce",0
119864,0,0,"presovsky kraj, stara lubovna",16
119865,1,0,"presovsky kraj, humenne",0
119866,1,1,"zilinsky kraj, zilina",19
119868,1,0,"nitriansky kraj, komarno",18
119869,1,0,"zilinsky kraj, zilina",0
119873,1,0,"kosicky kraj, roznava",0
119875,1,0,"zilinsky kraj, martin",0
119876,1,1,"zilinsky kraj, namestovo",20
119878,1,1,"trenciansky kraj, puchov",13
119880,0,0,"kosicky kraj, michalovce",20
119881,1,0,"kosicky kraj, spisska nova ves",0
119882,0,1,"trenciansky kraj, trencin",0
119883,1,0,"nitriansky kraj, topolcany",0
119977,1,1,"kosicky kraj, kosice - okolie",14
120249,1,1,"nitriansky kraj, sala",0
120261,0,1,"kosicky kraj, spisska nova ves",0
120262,1,1,"presovsky kraj, presov",16
120263,1,1,"kosicky kraj, kosice - okolie",20
120264,1,0,"banskobystricky kraj, banska bystrica",0
120265,1,1,"banskobystricky kraj, brezno",0
120266,0,0,"trenciansky kraj, prievidza",0
120267,1,1,"trnavsky kraj, trnava",0
120268,1,1,"trnavsky kraj, senica",21
120269,1,1,"zilinsky kraj, dolny kubin",18
120270,1,1,"kosicky kraj, trebisov",0
120271,1,0,"kosicky kraj, roznava",0
120272,0,0,"trenciansky kraj, trencin",28
120273,0,1,"nitriansky kraj, surany",22
120274,1,1,"bratislavsky kraj, malacky",12
120275,1,0,"presovsky kraj, poprad",15
120276,1,0,"nitriansky kraj, topolcany",0
120363,0,0,"zilinsky kraj, namestovo",19
120436,1,0,"zilinsky kraj, bytca",0
120515,0,0,"nitriansky kraj, nove zamky",21
120516,1,1,"zilinsky kraj, trstena",0
120517,0,1,"zilinsky kraj, martin",0
120518,1,0,"trenciansky kraj, prievidza",18
120519,0,0,"kosicky kraj, kosice - zapad",21
120520,1,1,"zahranicie, zahranicie - kanada",15
120521,0,1,"presovsky kraj, stara lubovna",17
120523,1,0,"zilinsky kraj, dolny kubin",0
120525,0,0,"presovsky kraj, bardejov",0
120526,0,0,"nitriansky kraj, nitra",0
120527,1,1,"kosicky kraj, kosice - krasna nad hornadom",0
120528,1,1,"kosicky kraj, kosice - zapad",17
120529,1,1,"kosicky kraj, kosice - okolie",20
120530,1,0,"zilinsky kraj, liptovsky hradok",19
120673,0,0,"trenciansky kraj, povazska bystrica",23
120859,1,0,"zilinsky kraj, ruzomberok",24
120886,0,0,"zilinsky kraj, cadca",0
120927,0,1,"nitriansky kraj, nitra",17
120932,0,0,"trenciansky kraj, trencin",0
120933,0,1,"nitriansky kraj, zlate moravce",16
120934,1,0,"zilinsky kraj, martin",17
120935,0,0,"trenciansky kraj, prievidza",0
120936,0,0,"nitriansky kraj, nove zamky",0
120937,0,1,"presovsky kraj, humenne",0
120939,1,1,"kosicky kraj, spisska nova ves",0
120940,0,1,"presovsky kraj, bardejov",0
120942,1,1,"presovsky kraj, poprad",22
120943,1,0,"trenciansky kraj, partizanske",14
120944,0,1,"presovsky kraj, bardejov",0
120946,1,1,"presovsky kraj, humenne",0
120950,1,0,"banskobystricky kraj, hrinova",13
120953,1,0,"trnavsky kraj, gbely",13
120954,0,0,"nitriansky kraj, nitra",0
120956,1,1,"presovsky kraj, humenne",0
120959,0,0,"banskobystricky kraj, zvolen",16
121020,0,0,"zilinsky kraj, dolny kubin",0
121027,1,1,"banskobystricky kraj, brezno",15
121054,0,0,"banskobystricky kraj, brezno",18
121137,1,0,"kosicky kraj, kosice - okolie",0
121144,0,1,"zilinsky kraj, namestovo",18
121146,1,0,"bratislavsky kraj, modra",13
121147,1,0,"nitriansky kraj, sturovo",0
121148,0,0,"trenciansky kraj, banovce nad bebravou",0
121149,1,0,"kosicky kraj, kosice - okolie",0
121150,1,1,"trenciansky kraj, trencin",16
121151,1,1,"bratislavsky kraj, bratislava - vajnory",15
121152,1,1,"kosicky kraj, spisska nova ves",13
121153,1,1,"kosicky kraj, kosice - zapad",13
121155,1,0,"trenciansky kraj, banovce nad bebravou",20
121156,1,0,"presovsky kraj, poprad",0
121157,1,0,"kosicky kraj, kosice - okolie",0
121158,1,0,"kosicky kraj, roznava",15
121322,1,1,"bratislavsky kraj, bratislava - stare mesto",26
121323,1,1,"presovsky kraj, humenne",0
121324,1,0,"banskobystricky kraj, banska bystrica",0
121328,0,1,"nitriansky kraj, nove zamky",19
121329,1,1,"banskobystricky kraj, banska bystrica",0
121330,1,1,"zilinsky kraj, tvrdosin",14
121331,1,1,"zahranicie, zahranicie - usa",22
121332,1,1,"presovsky kraj, presov",16
121333,0,1,"presovsky kraj, svidnik",21
121334,0,1,"trnavsky kraj, sered",0
121336,1,0,"nitriansky kraj, topolcany",16
121338,1,0,"banskobystricky kraj, revuca",13
121340,0,0,"zilinsky kraj, dolny kubin",0
121403,0,1,"banskobystricky kraj, zvolen",14
121405,0,1,"banskobystricky kraj, brezno",12
121424,1,1,"trenciansky kraj, handlova",27
121459,1,1,"trnavsky kraj, trnava",20
121462,0,0,"zilinsky kraj, cadca",13
121556,1,1,"presovsky kraj, presov",0
121557,1,1,"zilinsky kraj, cadca",0
121558,1,1,"presovsky kraj, sabinov",14
121559,0,0,"kosicky kraj, trebisov",14
121560,1,1,"trenciansky kraj, partizanske",0
121561,1,1,"presovsky kraj, stara lubovna",0
121562,1,0,"zahranicie, zahranicie - usa",15
121563,0,0,"presovsky kraj, poprad",0
121564,1,0,"bratislavsky kraj, bratislava - ostatne",0
121565,1,1,"zilinsky kraj, liptovsky mikulas",0
121568,0,0,"zahranicie, zahranicie - gb",0
121611,1,0,"zilinsky kraj, liptovsky mikulas",20
121665,0,0,"zahranicie, zahranicie - francuzsko",0
121803,1,1,"trenciansky kraj, dubnica nad vahom",13
121805,0,1,"trenciansky kraj, prievidza",0
121806,1,0,"kosicky kraj, kosice - sever",15
121812,0,0,"banskobystricky kraj, zvolen",14
121813,0,1,"trenciansky kraj, trencin",16
121814,1,1,"presovsky kraj, humenne",0
121815,0,1,"zahranicie, zahranicie - ostatne",16
121819,0,1,"kosicky kraj, kosice - krasna nad hornadom",16
121820,1,1,"zilinsky kraj, namestovo",13
121822,1,0,"kosicky kraj, kosice - okolie",15
121928,1,0,"presovsky kraj, stara lubovna",12
121951,1,0,"ceska republika, cz - kralovehradecky kraj",21
122041,1,1,"kosicky kraj, kosice - okolie",16
122042,0,0,"kosicky kraj, trebisov",0
122043,1,1,"presovsky kraj, lipany",15
122044,1,1,"zilinsky kraj, tvrdosin",0
122045,1,0,"nitriansky kraj, levice",0
122047,1,0,"nitriansky kraj, nove zamky",0
122048,1,1,"kosicky kraj, michalovce",0
122049,0,1,"nitriansky kraj, nitra",0
122050,1,0,"nitriansky kraj, zlate moravce",17
122051,0,0,"trnavsky kraj, piestany",0
122054,1,0,"nitriansky kraj, topolcany",0
122055,1,0,"bratislavsky kraj, senec",0
122155,1,0,"ceska republika, cz - praha",21
122164,0,0,"bratislavsky kraj, malacky",21
122211,0,0,"banskobystricky kraj, banska bystrica",13
122261,0,1,"trenciansky kraj, nova dubnica",0
122263,0,1,"bratislavsky kraj, bratislava - lamac",22
122266,1,1,"kosicky kraj, kosice - sidlisko tahanovce",17
122267,1,0,"zahranicie, zahranicie - francuzsko",0
122268,1,1,"trenciansky kraj, stara tura",25
122269,0,1,"trnavsky kraj, skalica",21
122270,1,1,"zilinsky kraj, ruzomberok",19
122271,1,1,"zilinsky kraj, zilina",0
122272,0,0,"trenciansky kraj, prievidza",0
122273,1,1,"trenciansky kraj, prievidza",21
122274,0,0,"nitriansky kraj, nove zamky",12
122275,1,1,"zahranicie, zahranicie - usa",20
122277,1,1,"presovsky kraj, kezmarok",14
122281,0,1,"presovsky kraj, kezmarok",18
122351,0,1,"nitriansky kraj, topolcany",18
122407,0,1,"zilinsky kraj, ruzomberok",0
122434,1,0,"zilinsky kraj, zilina",13
122435,0,0,"zilinsky kraj, liptovsky mikulas",16
122436,1,1,"bratislavsky kraj, stupava",13
122437,1,1,"presovsky kraj, poprad",16
122438,0,0,"nitriansky kraj, nitra",0
122440,0,0,"trenciansky kraj, nova dubnica",14
122441,1,0,"trnavsky kraj, trnava",0
122442,1,1,"presovsky kraj, bardejov",0
122443,1,0,"presovsky kraj, stara lubovna",14
122444,1,0,"presovsky kraj, bardejov",14
122445,1,1,"trenciansky kraj, partizanske",17
122446,0,1,"trenciansky kraj, myjava",21
122447,0,1,"nitriansky kraj, levice",0
122448,0,1,"trnavsky kraj, piestany",0
122449,0,0,"bratislavsky kraj, malacky",0
122450,0,0,"trnavsky kraj, piestany",16
122477,1,1,"banskobystricky kraj, lucenec",0
122526,0,0,"bratislavsky kraj, bratislava - petrzalka",21
122644,1,1,"trnavsky kraj, holic",18
122646,0,1,"zahranicie, zahranicie - ostatne",16
122648,1,0,"presovsky kraj, vranov nad toplou",13
122650,1,1,"presovsky kraj, presov",13
122652,1,0,"presovsky kraj, poprad",18
122654,1,0,"zilinsky kraj, zilina",0
122657,0,0,"bratislavsky kraj, malacky",0
122661,1,0,"banskobystricky kraj, lucenec",13
122663,1,1,"trnavsky kraj, leopoldov",14
122667,1,0,"trnavsky kraj, samorin",0
122668,1,1,"kosicky kraj, kosice - sidlisko tahanovce",20
122670,1,0,"trenciansky kraj, ilava",0
122672,1,0,"banskobystricky kraj, poltar",20
122773,1,1,"presovsky kraj, stara lubovna",13
122929,1,1,"banskobystricky kraj, banska bystrica",0
123067,0,1,"nitriansky kraj, levice",21
123068,0,0,"zilinsky kraj, namestovo",15
123168,1,1,"zilinsky kraj, cadca",21
123169,1,0,"zilinsky kraj, cadca",19
123170,1,1,"zilinsky kraj, cadca",28
123251,1,1,"zilinsky kraj, bytca",23
123286,1,1,"kosicky kraj, spisska nova ves",12
123287,1,1,"bratislavsky kraj, bratislava - petrzalka",17
123288,1,1,"zilinsky kraj, zilina",0
123289,1,0,"kosicky kraj, kosice - juh",13
123291,0,1,"kosicky kraj, kosice - juh",17
123294,1,1,"trnavsky kraj, galanta",15
123296,0,0,"trnavsky kraj, trnava",0
123297,1,1,"presovsky kraj, humenne",0
123299,1,0,"zahranicie, zahranicie - ostatne",18
123301,1,0,"trenciansky kraj, trencin",0
123344,1,0,"zahranicie, zahranicie - nemecko",19
123479,0,0,"trenciansky kraj, banovce nad bebravou",0
123480,1,0,"nitriansky kraj, vrable",0
123514,1,1,"zilinsky kraj, cadca",21
123519,1,1,"nitriansky kraj, nove zamky",0
123537,1,0,"bratislavsky kraj, pezinok",0
123593,1,1,"nitriansky kraj, vrable",21
123594,1,1,"zilinsky kraj, cadca",21
123610,1,0,"trnavsky kraj, hlohovec",0
123611,1,1,"presovsky kraj, presov",0
123612,1,0,"presovsky kraj, medzilaborce",0
123613,1,1,"kosicky kraj, trebisov",0
123614,0,1,"nitriansky kraj, nove zamky",16
123615,1,1,"zilinsky kraj, martin",0
123616,1,0,"ceska republika, cz - ostravsky kraj",17
123617,0,0,"trenciansky kraj, banovce nad bebravou",15
123618,0,0,"trenciansky kraj, nove mesto nad vahom",14
123620,1,1,"kosicky kraj, spisska nova ves",0
123621,1,1,"presovsky kraj, presov",0
123623,0,0,"kosicky kraj, kosice - okolie",0
123624,1,1,"zilinsky kraj, trstena",0
123626,1,0,"presovsky kraj, presov",0
123627,1,1,"kosicky kraj, kosice - stare mesto",0
123628,1,0,"presovsky kraj, poprad",0
123667,1,1,"zilinsky kraj, cadca",25
123671,1,0,"ceska republika, cz - jihomoravsky kraj",0
123673,1,0,"zilinsky kraj, cadca",48
123745,1,1,"zilinsky kraj, cadca",21
123746,1,1,"nitriansky kraj, vrable",22
123747,1,1,"zilinsky kraj, cadca",22
123748,1,1,"zilinsky kraj, cadca",19
123851,0,0,"trenciansky kraj, banovce nad bebravou",17
123887,1,1,"presovsky kraj, kezmarok",17
123888,0,1,"presovsky kraj, presov",0
123889,0,0,"kosicky kraj, moldava nad bodvou",19
123892,0,0,"nitriansky kraj, nitra",0
123893,1,1,"zilinsky kraj, martin",14
123895,1,1,"kosicky kraj, moldava nad bodvou",0
123898,1,0,"zahranicie, zahranicie - usa",13
123899,0,1,"nitriansky kraj, nitra",13
123901,1,0,"zahranicie, zahranicie - kanada",0
123904,1,1,"zilinsky kraj, ruzomberok",12
123909,0,0,"kosicky kraj, kosice - juh",0
123911,1,0,"trenciansky kraj, partizanske",18
123928,1,0,"zahranicie, zahranicie - ostatne",19
123957,1,1,"nitriansky kraj, vrable",22
124037,1,0,"ceska republika, cz - stredni cechy",20
